
585,0.348
744,0.281
588,0.347
743,0.281
742,0.281
589,0.323
582,0.244
744,0.281
581,0.239
739,0.256
782,0.258
519,0.240
745,0.258
534,0.239
523,0.239
725,0.258
527,0.239
798,0.258
545,0.239
711,0.259
712,0.258
513,0.238
714,0.258
515,0.239
727,0.259
554,0.238
766,0.234
555,0.234
777,0.177

so on
...
